tsi1_15_budget_05_D1_md025_US2_USpar10	tsi1_15_budget_05	17	15	500	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.004000	0.077000	0.081000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_05_D1_md025_US2_USpar5	tsi1_15_budget_05	17	15	500	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.003000	0.123000	0.126000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_05_D1_md050_US2_USpar10	tsi1_15_budget_05	17	15	500	8	0.500000	0.000000	0.000000	0.000000	0.000000	0.003000	0.063000	0.066000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_05_D1_md075_US2_USpar10	tsi1_15_budget_05	17	15	500	12	0.750000	0.000000	0.000000	0.000000	0.000000	0.003000	0.078000	0.081000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_10_D1_md025_US2_USpar10	tsi1_15_budget_10	17	15	1000	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.003000	0.078000	0.081000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_10_D1_md025_US2_USpar5	tsi1_15_budget_10	17	15	1000	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.003000	0.108000	0.111000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_10_D1_md050_US2_USpar10	tsi1_15_budget_10	17	15	1000	8	0.500000	0.000000	0.000000	0.000000	0.000000	0.003000	0.057000	0.060000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_10_D1_md075_US2_USpar10	tsi1_15_budget_10	17	15	1000	12	0.750000	0.000000	0.000000	0.000000	0.000000	0.004000	0.081000	0.085000	0	0	0	0	0.000000	0.000000	0	0	2	0.100000	170.000000
tsi1_15_budget_15_D1_md025_US2_USpar10	tsi1_15_budget_15	17	15	1500	4	0.250000	-0.020000	-0.020000	0.000000	0.000000	2.315000	0.145000	2.460000	439	0	277	4	-0.020000	0.000000	6	6	2	0.100000	170.000000
tsi1_15_budget_15_D1_md025_US2_USpar5	tsi1_15_budget_15	17	15	1500	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.005000	0.143000	0.148000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_15_D1_md050_US2_USpar10	tsi1_15_budget_15	17	15	1500	8	0.500000	-0.033333	-0.033333	0.000000	0.000000	0.106000	0.093000	0.199000	41	0	0	8	-0.033333	0.000000	6	6	2	0.100000	170.000000
tsi1_15_budget_15_D1_md075_US2_USpar10	tsi1_15_budget_15	17	15	1500	12	0.750000	-0.033333	-0.033333	0.000000	0.000000	0.151000	0.148000	0.299000	37	0	0	8	-0.033333	0.000000	6	6	2	0.100000	170.000000
tsi1_15_budget_20_D1_md025_US2_USpar10	tsi1_15_budget_20	17	15	2000	4	0.250000	-0.066667	-0.066667	0.000000	0.000000	26.521000	0.939000	27.460000	958	0	726	4	-0.066667	0.000000	8	8	2	0.100000	170.000000
tsi1_15_budget_20_D1_md025_US2_USpar5	tsi1_15_budget_20	17	15	2000	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.010000	0.235000	0.245000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_20_D1_md050_US2_USpar10	tsi1_15_budget_20	17	15	2000	8	0.500000	-0.125000	-0.125000	0.000000	0.000000	1.172000	0.714000	1.886000	60	0	6	8	-0.125000	0.000000	8	6	2	0.100000	170.000000
tsi1_15_budget_20_D1_md075_US2_USpar10	tsi1_15_budget_20	17	15	2000	12	0.750000	-0.125000	-0.125000	0.000000	0.000000	1.228000	0.930000	2.158000	47	0	0	12	-0.125000	0.000000	8	5	2	0.100000	170.000000
tsi1_15_budget_25_D1_md025_US2_USpar10	tsi1_15_budget_25	17	15	2500	4	0.250000	-0.150000	-0.150000	0.000000	0.000000	112.773000	4.404000	117.177000	1037	0	827	4	-0.150000	0.000000	20	16	2	0.100000	170.000000
tsi1_15_budget_25_D1_md025_US2_USpar5	tsi1_15_budget_25	17	15	2500	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.002000	0.209000	0.211000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_25_D1_md050_US2_USpar10	tsi1_15_budget_25	17	15	2500	8	0.500000	-0.200000	-0.200000	0.000000	0.000000	84.145000	2.882000	87.027000	1378	0	745	8	-0.200000	0.000000	22	15	2	0.100000	170.000000
tsi1_15_budget_25_D1_md075_US2_USpar10	tsi1_15_budget_25	17	15	2500	12	0.750000	-0.225000	-0.225000	0.000000	0.000000	5.764000	4.112000	9.876000	64	0	3	12	-0.225000	0.000000	17	11	2	0.100000	170.000000
tsi1_15_budget_30_D1_md025_US2_USpar10	tsi1_15_budget_30	17	15	3000	4	0.250000	-0.250000	-0.250000	0.000000	0.000000	76.537000	6.614000	83.151000	450	0	334	4	-0.250000	0.000000	61	40	2	0.100000	170.000000
tsi1_15_budget_30_D1_md025_US2_USpar5	tsi1_15_budget_30	17	15	3000	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.004000	0.277000	0.281000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
tsi1_15_budget_30_D1_md050_US2_USpar10	tsi1_15_budget_30	17	15	3000	8	0.500000	-0.300000	-0.300000	0.000000	0.000000	24.646000	4.353000	28.999000	240	0	86	8	-0.300000	0.000000	46	27	2	0.100000	170.000000
tsi1_15_budget_30_D1_md075_US2_USpar10	tsi1_15_budget_30	17	15	3000	12	0.750000	-0.300000	-0.300000	0.000000	0.000000	3.912000	6.378000	10.290000	31	0	0	9	-0.300000	0.000000	23	20	2	0.100000	170.000000
tsi1_15_budget_35_D1_md025_US2_USpar10	tsi1_15_budget_35	17	15	3500	4	0.250000	-0.300000	-0.300000	0.000000	0.000000	159.722000	5.592000	165.314000	808	0	632	4	-0.300000	0.000000	90	73	2	0.100000	170.000000
tsi1_15_budget_35_D1_md025_US2_USpar5	tsi1_15_budget_35	17	15	3500	4	0.250000	0.000000	0.000000	0.000000	0.000000	0.003000	0.193000	0.196000	0	0	0	0	0.000000	0.000000	0	0	2	0.050000	170.000000
