Instance_Name: SPP_n50_s2_K3_B6_D1_d25.log
K: 3
U_Budget: 6
Num_Nodes: 50
Num_Archs: 735
Max_Num_Discoveries: 184
DDDI_Version: 1
BUB: 15.4349
BLB: 15.4349
Gap: 1.77679e-08
Elapsed_Time 719.391


Solution:

w[] variables
:w_0: arc (1, 6) = 1
w_2: arc (1, 10) = 1
w_3: arc (1, 13) = 1
w_4: arc (1, 15) = 1
w_5: arc (1, 21) = 1
w_6: arc (1, 22) = 1
w_8: arc (1, 28) = 1
w_9: arc (1, 32) = 1
w_10: arc (1, 33) = 1
w_13: arc (1, 46) = 1
w_14: arc (1, 49) = 1
w_16: arc (2, 10) = 1
w_17: arc (2, 11) = 1
w_20: arc (2, 17) = 1
w_21: arc (2, 19) = 1
w_22: arc (2, 20) = 1
w_23: arc (2, 24) = 1
w_25: arc (2, 28) = 1
w_26: arc (2, 30) = 1
w_27: arc (2, 31) = 1
w_31: arc (2, 37) = 1
w_32: arc (2, 40) = 1
w_33: arc (2, 43) = 1
w_34: arc (2, 46) = 1
w_38: arc (3, 21) = 1
w_41: arc (3, 32) = 1
w_45: arc (4, 7) = 1
w_47: arc (4, 9) = 1
w_48: arc (4, 10) = 1
w_50: arc (4, 13) = 1
w_51: arc (4, 18) = 1
w_52: arc (4, 24) = 1
w_54: arc (4, 27) = 1
w_55: arc (4, 29) = 1
w_56: arc (4, 34) = 1
w_58: arc (4, 40) = 1
w_59: arc (4, 43) = 1
w_62: arc (5, 4) = 1
w_63: arc (5, 7) = 1
w_65: arc (5, 9) = 1
w_66: arc (5, 10) = 1
w_67: arc (5, 12) = 1
w_69: arc (5, 19) = 1
w_71: arc (5, 27) = 1
w_72: arc (5, 34) = 1
w_73: arc (5, 36) = 1
w_75: arc (5, 40) = 1
w_77: arc (5, 43) = 1
w_78: arc (5, 45) = 1
w_86: arc (6, 42) = 1
w_88: arc (7, 4) = 1
w_90: arc (7, 8) = 1
w_91: arc (7, 9) = 1
w_92: arc (7, 10) = 1
w_93: arc (7, 15) = 1
w_95: arc (7, 24) = 1
w_98: arc (7, 29) = 1
w_100: arc (7, 36) = 1
w_102: arc (7, 42) = 1
w_104: arc (7, 45) = 1
w_106: arc (8, 4) = 1
w_107: arc (8, 5) = 1
w_108: arc (8, 7) = 1
w_109: arc (8, 10) = 1
w_111: arc (8, 26) = 1
w_112: arc (8, 27) = 1
w_113: arc (8, 36) = 1
w_115: arc (8, 40) = 1
w_117: arc (8, 43) = 1
w_118: arc (8, 45) = 1
w_120: arc (9, 1) = 1
w_121: arc (9, 2) = 1
w_123: arc (9, 5) = 1
w_126: arc (9, 11) = 1
w_128: arc (9, 13) = 1
w_129: arc (9, 15) = 1
w_130: arc (9, 24) = 1
w_132: arc (9, 27) = 1
w_133: arc (9, 28) = 1
w_134: arc (9, 34) = 1
w_138: arc (9, 42) = 1
w_141: arc (9, 46) = 1
w_142: arc (9, 49) = 1
w_143: arc (9, 50) = 1
w_144: arc (10, 1) = 1
w_145: arc (10, 2) = 1
w_147: arc (10, 5) = 1
w_150: arc (10, 9) = 1
w_151: arc (10, 12) = 1
w_152: arc (10, 13) = 1
w_153: arc (10, 19) = 1
w_154: arc (10, 24) = 1
w_157: arc (10, 31) = 1
w_158: arc (10, 34) = 1
w_159: arc (10, 35) = 1
w_161: arc (10, 37) = 1
w_162: arc (10, 40) = 1
w_165: arc (10, 48) = 1
w_170: arc (11, 13) = 1
w_171: arc (11, 14) = 1
w_172: arc (11, 16) = 1
w_173: arc (11, 17) = 1
w_174: arc (11, 20) = 1
w_175: arc (11, 23) = 1
w_177: arc (11, 28) = 1
w_183: arc (11, 38) = 1
w_184: arc (11, 46) = 1
w_185: arc (11, 48) = 1
w_186: arc (12, 2) = 1
w_189: arc (12, 9) = 1
w_190: arc (12, 10) = 1
w_191: arc (12, 11) = 1
w_192: arc (12, 13) = 1
w_193: arc (12, 19) = 1
w_194: arc (12, 24) = 1
w_195: arc (12, 25) = 1
w_206: arc (12, 48) = 1
w_214: arc (13, 12) = 1
w_215: arc (13, 19) = 1
w_218: arc (13, 28) = 1
w_255: arc (16, 14) = 1
w_270: arc (17, 35) = 1
w_279: arc (18, 29) = 1
w_282: arc (18, 40) = 1
w_304: arc (20, 2) = 1
w_323: arc (21, 49) = 1
w_329: arc (22, 28) = 1
w_339: arc (23, 20) = 1
w_353: arc (24, 28) = 1
