Instance_Name: SPP_n50_s5_B6_D1_d75
U_Budget: 6
Num_Nodes: 50
Num_Archs: 735
Max_Num_Discoveries: 552.000000
DDDI_Version: 1
BUB: 14.607313
BLB: 14.607313
Gap: 0.000000
Elapsed_Time: 29.110000
Branch_And_Cut_Time: 19.014000
Starting_Cuts_Time: 10.096000
Max_Num_Starting_Scenarios: 41
Problem_is_feasible: 1


-------------------------------



Solution:

w_2: arc (1, 12) = 1.000000
w_3: arc (1, 19) = 1.000000
w_4: arc (1, 20) = 1.000000
w_5: arc (1, 21) = 1.000000
w_6: arc (1, 23) = 1.000000
w_7: arc (1, 30) = 1.000000
w_8: arc (1, 31) = 1.000000
w_9: arc (1, 32) = 1.000000
w_10: arc (1, 36) = 1.000000
w_11: arc (1, 37) = 1.000000
w_13: arc (1, 44) = 1.000000
w_14: arc (1, 50) = 1.000000
w_15: arc (2, 1) = 1.000000
w_16: arc (2, 8) = 1.000000
w_17: arc (2, 9) = 1.000000
w_19: arc (2, 12) = 1.000000
w_20: arc (2, 19) = 1.000000
w_22: arc (2, 24) = 1.000000
w_23: arc (2, 30) = 1.000000
w_24: arc (2, 31) = 1.000000
w_26: arc (2, 33) = 1.000000
w_27: arc (2, 34) = 1.000000
w_28: arc (2, 35) = 1.000000
w_29: arc (2, 37) = 1.000000
w_30: arc (2, 39) = 1.000000
w_31: arc (2, 44) = 1.000000
w_32: arc (2, 50) = 1.000000
w_33: arc (3, 7) = 1.000000
w_36: arc (3, 15) = 1.000000
w_38: arc (3, 22) = 1.000000
w_42: arc (3, 42) = 1.000000
w_44: arc (3, 46) = 1.000000
w_48: arc (4, 9) = 1.000000
w_49: arc (4, 10) = 1.000000
w_50: arc (4, 18) = 1.000000
w_51: arc (4, 21) = 1.000000
w_53: arc (4, 26) = 1.000000
w_54: arc (4, 34) = 1.000000
w_56: arc (4, 43) = 1.000000
w_58: arc (4, 49) = 1.000000
w_59: arc (5, 4) = 1.000000
w_61: arc (5, 7) = 1.000000
w_62: arc (5, 8) = 1.000000
w_63: arc (5, 10) = 1.000000
w_64: arc (5, 16) = 1.000000
w_65: arc (5, 18) = 1.000000
w_66: arc (5, 22) = 1.000000
w_67: arc (5, 29) = 1.000000
w_69: arc (5, 38) = 1.000000
w_71: arc (5, 43) = 1.000000
w_72: arc (5, 45) = 1.000000
w_74: arc (5, 48) = 1.000000
w_75: arc (5, 49) = 1.000000
w_77: arc (6, 5) = 1.000000
w_78: arc (6, 8) = 1.000000
w_79: arc (6, 10) = 1.000000
w_80: arc (6, 18) = 1.000000
w_81: arc (6, 25) = 1.000000
w_82: arc (6, 29) = 1.000000
w_83: arc (6, 34) = 1.000000
w_86: arc (6, 47) = 1.000000
w_88: arc (7, 3) = 1.000000
w_89: arc (7, 5) = 1.000000
w_91: arc (7, 14) = 1.000000
w_92: arc (7, 15) = 1.000000
w_94: arc (7, 18) = 1.000000
w_95: arc (7, 22) = 1.000000
w_96: arc (7, 28) = 1.000000
w_98: arc (7, 42) = 1.000000
w_99: arc (7, 45) = 1.000000
w_101: arc (8, 2) = 1.000000
w_102: arc (8, 4) = 1.000000
w_103: arc (8, 5) = 1.000000
w_104: arc (8, 6) = 1.000000
w_105: arc (8, 9) = 1.000000
w_107: arc (8, 12) = 1.000000
w_108: arc (8, 13) = 1.000000
