tsi_prob_1_mod_1_budget_05_K2_D1_md025_US2_USpar5	tsi_prob_1_mod_1_budget_05	2	32	30	500	8	0.250000	0.000000	0.000000	0.000000	0.000000	0.013000	0	0	0	0	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_05_K2_D1_md050_US2_USpar5	tsi_prob_1_mod_1_budget_05	2	32	30	500	15	0.500000	0.000000	0.000000	0.000000	0.000000	0.014000	0	0	0	0	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_10_K2_D1_md025_US2_USpar5	tsi_prob_1_mod_1_budget_10	2	32	30	1000	8	0.250000	0.000000	0.000000	0.000000	0.000000	0.019000	0	0	0	0	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_10_K2_D1_md050_US2_USpar5	tsi_prob_1_mod_1_budget_10	2	32	30	1000	15	0.500000	0.000000	0.000000	0.000000	0.000000	0.023000	0	0	0	0	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_15_K2_D1_md025_US2_USpar5	tsi_prob_1_mod_1_budget_15	2	32	30	1500	8	0.250000	-0.000001	0.000000	9220.291941	-0.152273	1628.846000	2101	1197	645	171752	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_15_K2_D1_md050_US2_USpar5	tsi_prob_1_mod_1_budget_15	2	32	30	1500	15	0.500000	-0.000000	0.000000	4955.492935	-0.152999	464.094000	2354	1012	551	58445	0	0.000000	0.000000	2	0.050000	285.000000	0.000000
tsi_prob_1_mod_1_budget_20_K2_D1_md025_US2_USpar5	tsi_prob_1_mod_1_budget_20	2	32	30	2000	8	0.250000	-0.125000	-0.125000	0.000000	-0.235349	340.371000	4661	2184	650	7918	8	-0.125000	0.000000	2	0.050000	285.000000	-0.125000
tsi_prob_1_mod_1_budget_20_K2_D1_md050_US2_USpar5	tsi_prob_1_mod_1_budget_20	2	32	30	2000	15	0.500000	-0.125000	-0.125000	0.000000	-0.235349	175.480000	4240	2272	761	7530	15	-0.125000	0.000000	2	0.050000	285.000000	-0.134615
tsi_prob_1_mod_1_budget_25_K2_D1_md025_US2_USpar5	tsi_prob_1_mod_1_budget_25	2	32	30	2500	8	0.250000	-0.225000	-0.225000	0.000000	-0.307523	350.571000	4936	2108	792	5720	8	-0.225000	0.000000	2	0.050000	285.000000	-0.225000
tsi_prob_1_mod_1_budget_25_K2_D1_md050_US2_USpar5	tsi_prob_1_mod_1_budget_25	2	32	30	2500	15	0.500000	-0.225000	-0.225000	0.000000	-0.306480	194.248000	3663	2575	861	6065	15	-0.225000	0.000000	2	0.050000	285.000000	-0.225000
